A B eAA eBB eAB rAA rBB rAB fB logRc W group
L J 1.000000 1.000000 1.000000 0.950000 1.000000 0.975000 0.20 -2.497000 0.448748 3 
L J 1.000000 1.000000 0.900000 0.950000 1.000000 0.975000 0.20 -2.449000 0.464911 3 
L J 1.000000 1.000000 0.400000 0.950000 1.000000 0.975000 0.20 -2.289000 0.399874 3 
L J 1.000000 1.000000 0.500000 0.950000 1.000000 0.975000 0.20 -2.201000 0.439282 3 
L J 1.000000 1.000000 0.600000 0.950000 1.000000 0.975000 0.20 -2.529000 0.445298 3 
L J 1.000000 1.000000 0.700000 0.950000 1.000000 0.975000 0.20 -2.233000 0.444466 3 
L J 1.000000 1.000000 0.800000 0.950000 1.000000 0.975000 0.20 -2.369000 0.416051 3 
L J 1.000000 1.000000 1.300000 0.950000 1.000000 0.975000 0.20 -2.594000 0.449868 3 
L J 1.000000 1.000000 1.400000 0.950000 1.000000 0.975000 0.20 -2.706000 0.478209 3 
L J 1.000000 1.000000 1.500000 0.950000 1.000000 0.975000 0.20 -2.489000 0.438748 3 
L J 1.000000 1.000000 1.600000 0.950000 1.000000 0.975000 0.20 -3.179000 0.498944 3 
L J 1.000000 1.000000 1.700000 0.950000 1.000000 0.975000 0.20 -2.481000 0.502067 3 
L J 1.000000 1.000000 1.800000 0.950000 1.000000 0.975000 0.20 -3.243000 0.492344 3 
L J 1.000000 1.000000 1.900000 0.950000 1.000000 0.975000 0.20 -3.652000 0.469490 3 
L J 1.000000 1.000000 2.000000 0.950000 1.000000 0.975000 0.20 -3.660000 0.495050 3 
L J 1.000000 0.900000 0.400000 0.950000 1.000000 0.975000 0.20 -2.129000 0.448479 3 
L J 1.000000 0.900000 0.500000 0.950000 1.000000 0.975000 0.20 -2.008000 0.405132 3 
L J 1.000000 0.900000 0.600000 0.950000 1.000000 0.975000 0.20 -2.257000 0.443261 3 
L J 1.000000 0.900000 0.700000 0.950000 1.000000 0.975000 0.20 -2.321000 0.430858 3 
L J 1.000000 0.900000 0.800000 0.950000 1.000000 0.975000 0.20 -2.185000 0.456169 3 
L J 1.000000 0.900000 1.000000 0.950000 1.000000 0.975000 0.20 -2.297000 0.351249 3 
L J 1.000000 0.900000 1.100000 0.950000 1.000000 0.975000 0.20 -2.201000 0.462639 3 
L J 1.000000 0.900000 1.200000 0.950000 1.000000 0.975000 0.20 -2.778000 0.429868 3 
L J 1.000000 0.900000 1.300000 0.950000 1.000000 0.975000 0.20 -2.594000 0.400812 3 
L J 1.000000 0.900000 1.400000 0.950000 1.000000 0.975000 0.20 -3.010000 0.481641 3 
L J 1.000000 0.900000 1.500000 0.950000 1.000000 0.975000 0.20 -3.002000 0.493249 3 
L J 1.000000 0.900000 1.600000 0.950000 1.000000 0.975000 0.20 -2.946000 0.471493 3 
L J 1.000000 0.900000 1.700000 0.950000 1.000000 0.975000 0.20 -3.010000 0.482005 3 
L J 1.000000 0.900000 1.800000 0.950000 1.000000 0.975000 0.20 -3.091000 0.479456 3 
L J 1.000000 0.900000 1.900000 0.950000 1.000000 0.975000 0.20 -4.205000 0.500311 3 
L J 1.000000 0.800000 0.400000 0.950000 1.000000 0.975000 0.20 -2.241000 0.391347 3 
L J 1.000000 0.800000 0.500000 0.950000 1.000000 0.975000 0.20 -2.169000 0.398472 3 
L J 1.000000 0.800000 0.600000 0.950000 1.000000 0.975000 0.20 -2.497000 0.434019 3 
L J 1.000000 0.800000 0.700000 0.950000 1.000000 0.975000 0.20 -2.369000 0.401317 3 
L J 1.000000 0.800000 1.200000 0.950000 1.000000 0.975000 0.20 -2.513000 0.422454 3 
L J 1.000000 0.800000 1.300000 0.950000 1.000000 0.975000 0.20 -2.578000 0.467976 3 
L J 1.000000 0.800000 1.400000 0.950000 1.000000 0.975000 0.20 -2.882000 0.472561 3 
L J 1.000000 0.800000 1.500000 0.950000 1.000000 0.975000 0.20 -3.115000 0.479093 3 
L J 1.000000 0.800000 1.600000 0.950000 1.000000 0.975000 0.20 -3.083000 0.501288 3 
L J 1.000000 0.800000 1.700000 0.950000 1.000000 0.975000 0.20 -3.059000 0.507703 3 
L J 1.000000 0.800000 1.800000 0.950000 1.000000 0.975000 0.20 -3.099000 0.495944 3 
L J 1.000000 0.700000 0.400000 0.950000 1.000000 0.975000 0.20 -2.225000 0.426591 3 
L J 1.000000 0.700000 0.500000 0.950000 1.000000 0.975000 0.20 -2.089000 0.430052 3 
L J 1.000000 0.700000 0.600000 0.950000 1.000000 0.975000 0.20 -2.105000 0.377895 3 
L J 1.000000 0.700000 0.700000 0.950000 1.000000 0.975000 0.20 -2.185000 0.433247 3 
L J 1.000000 0.700000 1.100000 0.950000 1.000000 0.975000 0.20 -2.481000 0.415476 3 
L J 1.000000 0.700000 1.200000 0.950000 1.000000 0.975000 0.20 -2.698000 0.451375 3 
L J 1.000000 0.700000 1.300000 0.950000 1.000000 0.975000 0.20 -2.481000 0.497430 3 
L J 1.000000 0.700000 1.400000 0.950000 1.000000 0.975000 0.20 -2.457000 0.436072 3 
L J 1.000000 0.700000 1.500000 0.950000 1.000000 0.975000 0.20 -3.147000 0.472275 3 
L J 1.000000 0.700000 1.600000 0.950000 1.000000 0.975000 0.20 -3.018000 0.478810 3 
L J 1.000000 0.700000 1.700000 0.950000 1.000000 0.975000 0.20 -3.179000 0.473497 3 
L J 1.000000 0.600000 0.300000 0.950000 1.000000 0.975000 0.20 -2.185000 0.359723 3 
L J 1.000000 0.600000 0.400000 0.950000 1.000000 0.975000 0.20 -2.417000 0.429752 3 
L J 1.000000 0.600000 0.500000 0.950000 1.000000 0.975000 0.20 -2.121000 0.463520 3 
L J 1.000000 0.600000 0.600000 0.950000 1.000000 0.975000 0.20 -2.345000 0.396611 3 
L J 1.000000 0.600000 0.700000 0.950000 1.000000 0.975000 0.20 -2.008000 0.398348 3 
L J 1.000000 0.600000 0.800000 0.950000 1.000000 0.975000 0.20 -2.121000 0.357903 3 
L J 1.000000 0.600000 0.900000 0.950000 1.000000 0.975000 0.20 -2.217000 0.454274 3 
L J 1.000000 0.600000 1.100000 0.950000 1.000000 0.975000 0.20 -2.361000 0.453292 3 
L J 1.000000 0.600000 1.200000 0.950000 1.000000 0.975000 0.20 -2.313000 0.482301 3 
L J 1.000000 0.600000 1.300000 0.950000 1.000000 0.975000 0.20 -2.393000 0.449792 3 
L J 1.000000 0.600000 1.400000 0.950000 1.000000 0.975000 0.20 -2.810000 0.477290 3 
L J 1.000000 0.600000 1.500000 0.950000 1.000000 0.975000 0.20 -3.131000 0.488346 3 
L J 1.000000 0.600000 1.600000 0.950000 1.000000 0.975000 0.20 -3.051000 0.476998 3 
L J 1.000000 0.500000 0.300000 0.950000 1.000000 0.975000 0.20 -2.321000 0.411857 3 
L J 1.000000 0.500000 0.400000 0.950000 1.000000 0.975000 0.20 -2.425000 0.451958 3 
L J 1.000000 0.500000 0.500000 0.950000 1.000000 0.975000 0.20 -2.281000 0.435030 3 
L J 1.000000 0.500000 0.600000 0.950000 1.000000 0.975000 0.20 -2.121000 0.306858 3 
L J 1.000000 0.500000 1.000000 0.950000 1.000000 0.975000 0.20 -2.361000 0.454911 3 
L J 1.000000 0.500000 1.100000 0.950000 1.000000 0.975000 0.20 -2.385000 0.445690 3 
L J 1.000000 0.500000 1.200000 0.950000 1.000000 0.975000 0.20 -2.425000 0.448665 3 
L J 1.000000 0.500000 1.300000 0.950000 1.000000 0.975000 0.20 -2.337000 0.458911 3 
L J 1.000000 0.500000 1.400000 0.950000 1.000000 0.975000 0.20 -2.858000 0.455888 3 
L J 1.000000 0.500000 1.500000 0.950000 1.000000 0.975000 0.20 -2.473000 0.500516 3 
L J 1.000000 0.400000 0.300000 0.950000 1.000000 0.975000 0.20 -2.538000 0.444367 3 
L J 1.000000 0.400000 0.400000 0.950000 1.000000 0.975000 0.20 -2.225000 0.412379 3 
L J 1.000000 0.400000 0.500000 0.950000 1.000000 0.975000 0.20 -2.201000 0.448245 3 
L J 1.000000 0.400000 0.900000 0.950000 1.000000 0.975000 0.20 -2.409000 0.428050 3 
L J 1.000000 0.400000 1.100000 0.950000 1.000000 0.975000 0.20 -2.297000 0.444097 3 
L J 1.000000 0.400000 1.200000 0.950000 1.000000 0.975000 0.20 -2.562000 0.447632 3 
L J 1.000000 0.400000 1.300000 0.950000 1.000000 0.975000 0.20 -2.521000 0.487751 3 
L J 1.000000 0.400000 1.400000 0.950000 1.000000 0.975000 0.20 -2.714000 0.445487 3 
L J 1.000000 0.300000 0.300000 0.950000 1.000000 0.975000 0.20 -2.377000 0.426195 3 
L J 1.000000 0.300000 0.400000 0.950000 1.000000 0.975000 0.20 -2.497000 0.424210 3 
L J 1.000000 0.300000 0.500000 0.950000 1.000000 0.975000 0.20 -2.441000 0.407345 3 
L J 1.000000 0.300000 1.000000 0.950000 1.000000 0.975000 0.20 -2.425000 0.418186 3 
L J 1.000000 0.300000 1.100000 0.950000 1.000000 0.975000 0.20 -2.401000 0.471125 3 
L J 1.000000 0.300000 1.200000 0.950000 1.000000 0.975000 0.20 -2.425000 0.431109 3 
L J 1.000000 0.300000 1.300000 0.950000 1.000000 0.975000 0.20 -2.409000 0.472632 3 
L J 1.000000 0.200000 0.300000 0.950000 1.000000 0.975000 0.20 -2.393000 0.420391 3 
L J 1.000000 0.200000 0.400000 0.950000 1.000000 0.975000 0.20 -2.185000 0.440668 3 
L J 1.000000 0.200000 0.900000 0.950000 1.000000 0.975000 0.20 -2.281000 0.441768 3 
L J 1.000000 0.200000 1.000000 0.950000 1.000000 0.975000 0.20 -2.265000 0.420178 3 
L J 1.000000 0.200000 1.100000 0.950000 1.000000 0.975000 0.20 -2.337000 0.445388 3 
L J 1.000000 0.200000 1.200000 0.950000 1.000000 0.975000 0.20 -2.345000 0.456483 3 
L J 1.000000 1.000000 2.250000 0.950000 1.000000 0.975000 0.20 -4.293000 0.513833 3 
L J 1.000000 1.000000 2.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.543149 3 
L J 1.000000 1.000000 3.000000 0.950000 1.000000 0.975000 0.20 -6.000000 0.541008 3 
L J 1.000000 1.000000 3.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.561454 3 
L J 1.000000 1.000000 4.000000 0.950000 1.000000 0.975000 0.20 -6.000000 0.542276 3 
L J 1.000000 1.000000 4.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.559877 3 
L J 1.000000 1.000000 5.000000 0.950000 1.000000 0.975000 0.20 -6.000000 0.583473 3 
L J 1.000000 0.800000 2.000000 0.950000 1.000000 0.975000 0.20 -4.285000 0.485654 3 
L J 1.000000 0.800000 2.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.524865 3 
L J 1.000000 0.800000 2.750000 0.950000 1.000000 0.975000 0.20 -6.000000 0.525656 3 
L J 1.000000 0.800000 3.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.530757 3 
L J 1.000000 0.800000 3.750000 0.950000 1.000000 0.975000 0.20 -6.000000 0.546490 3 
L J 1.000000 0.800000 4.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.551719 3 
L J 1.000000 0.800000 4.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.563106 3 
L J 1.000000 0.600000 1.800000 0.950000 1.000000 0.975000 0.20 -3.363000 0.507637 3 
L J 1.000000 0.600000 2.000000 0.950000 1.000000 0.975000 0.20 -3.884000 0.489880 3 
L J 1.000000 0.600000 2.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.517583 3 
L J 1.000000 0.600000 3.000000 0.950000 1.000000 0.975000 0.20 -6.000000 0.531207 3 
L J 1.000000 0.600000 3.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.538956 3 
L J 1.000000 0.600000 4.000000 0.950000 1.000000 0.975000 0.20 -6.000000 0.560537 3 
L J 1.000000 0.400000 1.600000 0.950000 1.000000 0.975000 0.20 -3.010000 0.483473 3 
L J 1.000000 0.400000 1.800000 0.950000 1.000000 0.975000 0.20 -3.171000 0.489282 3 
L J 1.000000 0.400000 2.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.533754 3 
L J 1.000000 0.400000 2.750000 0.950000 1.000000 0.975000 0.20 -4.285000 0.524253 3 
L J 1.000000 0.400000 3.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.537357 3 
L J 1.000000 0.400000 3.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.545781 3 
L J 1.000000 0.300000 1.500000 0.950000 1.000000 0.975000 0.20 -2.754000 0.485307 3 
L J 1.000000 0.300000 1.750000 0.950000 1.000000 0.975000 0.20 -3.187000 0.490039 3 
L J 1.000000 0.300000 2.250000 0.950000 1.000000 0.975000 0.20 -4.285000 0.501871 3 
L J 1.000000 0.300000 2.750000 0.950000 1.000000 0.975000 0.20 -6.000000 0.549202 3 
L J 1.000000 0.300000 3.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.523274 3 
L J 1.000000 0.200000 1.500000 0.950000 1.000000 0.975000 0.20 -2.417000 0.479831 3 
L J 1.000000 0.200000 1.750000 0.950000 1.000000 0.975000 0.20 -2.730000 0.492995 3 
L J 1.000000 0.200000 2.250000 0.950000 1.000000 0.975000 0.20 -4.285000 0.506798 3 
L J 1.000000 0.200000 2.750000 0.950000 1.000000 0.975000 0.20 -6.000000 0.524071 3 
L J 1.000000 0.200000 3.000000 0.950000 1.000000 0.975000 0.20 -6.000000 0.531350 3 
L J 1.000000 0.100000 0.300000 0.950000 1.000000 0.975000 0.20 -2.425000 0.452831 3 
L J 1.000000 0.100000 0.500000 0.950000 1.000000 0.975000 0.20 -2.433000 0.446766 3 
L J 1.000000 0.100000 0.750000 0.950000 1.000000 0.975000 0.20 -2.481000 0.432341 3 
L J 1.000000 0.100000 1.000000 0.950000 1.000000 0.975000 0.20 -2.433000 0.474740 3 
L J 1.000000 0.100000 1.250000 0.950000 1.000000 0.975000 0.20 -2.345000 0.470640 3 
L J 1.000000 0.100000 1.500000 0.950000 1.000000 0.975000 0.20 -2.850000 0.501380 3 
L J 1.000000 0.100000 1.750000 0.950000 1.000000 0.975000 0.20 -3.010000 0.470386 3 
L J 1.000000 0.100000 2.000000 0.950000 1.000000 0.975000 0.20 -3.724000 0.503440 3 
L J 1.000000 0.100000 2.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.519149 3 
L J 1.000000 0.100000 2.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.518999 3 
L J 1.000000 0.100000 2.750000 0.950000 1.000000 0.975000 0.20 -6.000000 0.511204 3 
L J 1.000000 0.050000 0.300000 0.950000 1.000000 0.975000 0.20 -2.425000 0.401555 3 
L J 1.000000 0.050000 0.500000 0.950000 1.000000 0.975000 0.20 -2.818000 0.466556 3 
L J 1.000000 0.050000 0.750000 0.950000 1.000000 0.975000 0.20 -2.730000 0.456871 3 
L J 1.000000 0.050000 1.000000 0.950000 1.000000 0.975000 0.20 -2.650000 0.467760 3 
L J 1.000000 0.050000 1.250000 0.950000 1.000000 0.975000 0.20 -3.115000 0.480276 3 
L J 1.000000 0.050000 1.500000 0.950000 1.000000 0.975000 0.20 -3.187000 0.503553 3 
L J 1.000000 0.050000 1.750000 0.950000 1.000000 0.975000 0.20 -3.636000 0.499588 3 
L J 1.000000 0.050000 2.000000 0.950000 1.000000 0.975000 0.20 -6.000000 0.491431 3 
L J 1.000000 0.050000 2.250000 0.950000 1.000000 0.975000 0.20 -6.000000 0.506888 3 
L J 1.000000 0.050000 2.500000 0.950000 1.000000 0.975000 0.20 -6.000000 0.520144 3 
L J 1.000000 0.200000 0.800000 0.950000 1.000000 0.975000 0.30 -2.393000 0.432449 3 
L J 1.000000 0.200000 0.750000 0.950000 1.000000 0.975000 0.30 -2.201000 0.430561 3 
L J 1.000000 0.200000 0.700000 0.950000 1.000000 0.975000 0.30 -2.385000 0.423220 3 
L J 1.000000 0.200000 0.650000 0.950000 1.000000 0.975000 0.30 -2.369000 0.428329 3 
L J 1.000000 0.200000 0.600000 0.950000 1.000000 0.975000 0.30 -2.433000 0.428424 3 
L J 1.000000 0.200000 0.500000 0.950000 1.000000 0.975000 0.30 -2.538000 0.461533 3 
L J 1.000000 0.250000 0.900000 0.950000 1.000000 0.975000 0.30 -2.409000 0.421344 3 
L J 1.000000 0.250000 0.850000 0.950000 1.000000 0.975000 0.30 -2.329000 0.473977 3 
L J 1.000000 0.250000 0.800000 0.950000 1.000000 0.975000 0.30 -2.065000 0.430191 3 
L J 1.000000 0.250000 0.750000 0.950000 1.000000 0.975000 0.30 -2.361000 0.453352 3 
L J 1.000000 0.250000 0.700000 0.950000 1.000000 0.975000 0.30 -2.353000 0.400010 3 
L J 1.000000 0.250000 0.650000 0.950000 1.000000 0.975000 0.30 -2.257000 0.413506 3 
L J 1.000000 0.250000 0.600000 0.950000 1.000000 0.975000 0.30 -2.201000 0.435736 3 
L J 1.000000 0.250000 0.550000 0.950000 1.000000 0.975000 0.30 -2.209000 0.408578 3 
L J 1.000000 0.300000 0.950000 0.950000 1.000000 0.975000 0.30 -2.385000 0.428525 3 
L J 1.000000 0.300000 0.900000 0.950000 1.000000 0.975000 0.30 -2.377000 0.404120 3 
L J 1.000000 0.300000 0.850000 0.950000 1.000000 0.975000 0.30 -2.425000 0.429761 3 
L J 1.000000 0.300000 0.800000 0.950000 1.000000 0.975000 0.30 -2.377000 0.394824 3 
L J 1.000000 0.300000 0.750000 0.950000 1.000000 0.975000 0.30 -2.401000 0.410865 3 
L J 1.000000 0.300000 0.700000 0.950000 1.000000 0.975000 0.30 -2.441000 0.414154 3 
L J 1.000000 0.300000 0.600000 0.950000 1.000000 0.975000 0.30 -2.353000 0.373187 3 
L J 1.000000 0.300000 0.550000 0.950000 1.000000 0.975000 0.30 -2.273000 0.430496 3 
L J 1.000000 0.350000 0.950000 0.950000 1.000000 0.975000 0.30 -2.257000 0.427256 3 
L J 1.000000 0.350000 0.900000 0.950000 1.000000 0.975000 0.30 -1.880000 0.273141 3 
L J 1.000000 0.350000 0.850000 0.950000 1.000000 0.975000 0.30 -2.209000 0.407796 3 
L J 1.000000 0.350000 0.800000 0.950000 1.000000 0.975000 0.30 -2.145000 0.440327 3 
L J 1.000000 0.350000 0.750000 0.950000 1.000000 0.975000 0.30 -2.417000 0.441924 3 
L J 1.000000 0.350000 0.700000 0.950000 1.000000 0.975000 0.30 -2.281000 0.314287 3 
L J 1.000000 0.350000 0.650000 0.950000 1.000000 0.975000 0.30 -2.137000 0.417645 3 
L J 1.000000 0.350000 0.600000 0.950000 1.000000 0.975000 0.30 -2.305000 0.413776 3 
L J 1.000000 0.400000 1.000000 0.950000 1.000000 0.975000 0.30 -2.353000 0.423533 3 
L J 1.000000 0.400000 0.850000 0.950000 1.000000 0.975000 0.30 -2.177000 0.399655 3 
L J 1.000000 0.400000 0.800000 0.950000 1.000000 0.975000 0.30 -2.201000 0.472927 3 
L J 1.000000 0.400000 0.750000 0.950000 1.000000 0.975000 0.30 -2.281000 0.420669 3 
L J 1.000000 0.400000 0.700000 0.950000 1.000000 0.975000 0.30 -2.081000 0.434125 3 
L J 1.000000 0.400000 0.650000 0.950000 1.000000 0.975000 0.30 -2.137000 0.370566 3 
L J 1.000000 0.400000 0.600000 0.950000 1.000000 0.975000 0.30 -2.305000 0.439008 3 
L J 1.000000 0.450000 0.900000 0.950000 1.000000 0.975000 0.30 -2.449000 0.438624 3 
L J 1.000000 0.450000 0.850000 0.950000 1.000000 0.975000 0.30 -2.401000 0.389683 3 
L J 1.000000 0.450000 0.800000 0.950000 1.000000 0.975000 0.30 -2.105000 0.386983 3 
L J 1.000000 0.450000 0.750000 0.950000 1.000000 0.975000 0.30 -2.137000 0.433486 3 
L J 1.000000 0.450000 0.700000 0.950000 1.000000 0.975000 0.30 -2.385000 0.359262 3 
L J 1.000000 0.450000 0.650000 0.950000 1.000000 0.975000 0.30 -2.353000 0.412790 3 
L J 1.000000 0.500000 0.900000 0.950000 1.000000 0.975000 0.30 -2.281000 0.300806 3 
L J 1.000000 0.500000 0.800000 0.950000 1.000000 0.975000 0.30 -2.241000 0.411456 3 
L J 1.000000 0.500000 0.700000 0.950000 1.000000 0.975000 0.30 -2.177000 0.416597 3 
L J 1.000000 0.600000 1.000000 0.950000 1.000000 0.975000 0.30 -2.433000 0.446878 3 
L J 1.000000 0.700000 1.000000 0.950000 1.000000 0.975000 0.30 -2.353000 0.464239 3 
L J 1.000000 0.700000 0.900000 0.950000 1.000000 0.975000 0.30 -2.185000 0.395560 3 
L J 1.000000 0.700000 0.800000 0.950000 1.000000 0.975000 0.30 -2.313000 0.404893 3 
L J 1.000000 0.800000 1.100000 0.950000 1.000000 0.975000 0.30 -2.313000 0.400641 3 
L J 1.000000 0.800000 1.000000 0.950000 1.000000 0.975000 0.30 -2.401000 0.461851 3 
L J 1.000000 0.800000 0.900000 0.950000 1.000000 0.975000 0.30 -2.305000 0.444387 3 
L J 1.000000 0.800000 0.800000 0.950000 1.000000 0.975000 0.30 -2.425000 0.391496 3 
L J 1.000000 0.900000 0.900000 0.950000 1.000000 0.975000 0.30 -2.666000 0.419654 3 
L J 1.000000 1.000000 1.200000 0.950000 1.000000 0.975000 0.30 -2.786000 0.486578 3 
L J 1.000000 1.000000 1.100000 0.950000 1.000000 0.975000 0.30 -2.433000 0.418545 3 
L J 1.000000 1.000000 1.000000 0.950000 1.000000 0.975000 0.30 -2.698000 0.335403 3 
L J 1.000000 1.000000 0.900000 0.950000 1.000000 0.975000 0.30 -2.874000 0.457373 3 
L J 1.000000 1.000000 0.400000 0.950000 1.000000 0.975000 0.30 -2.385000 0.454804 3 
L J 1.000000 1.000000 0.500000 0.950000 1.000000 0.975000 0.30 -2.401000 0.445191 3 
L J 1.000000 1.000000 0.600000 0.950000 1.000000 0.975000 0.30 -2.217000 0.452958 3 
L J 1.000000 1.000000 0.700000 0.950000 1.000000 0.975000 0.30 -2.497000 0.441710 3 
L J 1.000000 1.000000 0.800000 0.950000 1.000000 0.975000 0.30 -2.177000 0.415953 3 
L J 1.000000 1.000000 1.300000 0.950000 1.000000 0.975000 0.30 -2.674000 0.458525 3 
L J 1.000000 1.000000 1.400000 0.950000 1.000000 0.975000 0.30 -3.107000 0.474076 3 
L J 1.000000 1.000000 1.500000 0.950000 1.000000 0.975000 0.30 -3.147000 0.458136 3 
L J 1.000000 1.000000 1.600000 0.950000 1.000000 0.975000 0.30 -2.425000 0.490531 3 
L J 1.000000 1.000000 1.700000 0.950000 1.000000 0.975000 0.30 -3.211000 0.501622 3 
L J 1.000000 1.000000 1.800000 0.950000 1.000000 0.975000 0.30 -3.756000 0.502725 3 
L J 1.000000 1.000000 1.900000 0.950000 1.000000 0.975000 0.30 -3.235000 0.516496 3 
L J 1.000000 1.000000 2.000000 0.950000 1.000000 0.975000 0.30 -3.700000 0.508103 3 
L J 1.000000 0.900000 0.400000 0.950000 1.000000 0.975000 0.30 -2.489000 0.437221 3 
L J 1.000000 0.900000 0.500000 0.950000 1.000000 0.975000 0.30 -2.177000 0.459737 3 
L J 1.000000 0.900000 0.600000 0.950000 1.000000 0.975000 0.30 -2.578000 0.461031 3 
L J 1.000000 0.900000 0.700000 0.950000 1.000000 0.975000 0.30 -2.529000 0.431146 3 
L J 1.000000 0.900000 0.800000 0.950000 1.000000 0.975000 0.30 -2.281000 0.387400 3 
L J 1.000000 0.900000 1.000000 0.950000 1.000000 0.975000 0.30 -2.642000 0.445035 3 
L J 1.000000 0.900000 1.100000 0.950000 1.000000 0.975000 0.30 -2.538000 0.443290 3 
L J 1.000000 0.900000 1.200000 0.950000 1.000000 0.975000 0.30 -2.441000 0.420105 3 
L J 1.000000 0.900000 1.300000 0.950000 1.000000 0.975000 0.30 -2.882000 0.483858 3 
L J 1.000000 0.900000 1.400000 0.950000 1.000000 0.975000 0.30 -2.954000 0.487826 3 
L J 1.000000 0.900000 1.500000 0.950000 1.000000 0.975000 0.30 -2.866000 0.471505 3 
L J 1.000000 0.900000 1.600000 0.950000 1.000000 0.975000 0.30 -3.051000 0.498956 3 
L J 1.000000 0.900000 1.700000 0.950000 1.000000 0.975000 0.30 -3.083000 0.479091 3 
L J 1.000000 0.900000 1.800000 0.950000 1.000000 0.975000 0.30 -3.411000 0.519675 3 
L J 1.000000 0.900000 1.900000 0.950000 1.000000 0.975000 0.30 -3.916000 0.517965 3 
L J 1.000000 0.800000 0.400000 0.950000 1.000000 0.975000 0.30 -2.377000 0.450938 3 
L J 1.000000 0.800000 0.500000 0.950000 1.000000 0.975000 0.30 -2.329000 0.426361 3 
L J 1.000000 0.800000 0.600000 0.950000 1.000000 0.975000 0.30 -2.217000 0.439495 3 
L J 1.000000 0.800000 0.700000 0.950000 1.000000 0.975000 0.30 -2.337000 0.399643 3 
L J 1.000000 0.800000 1.200000 0.950000 1.000000 0.975000 0.30 -2.682000 0.473760 3 
L J 1.000000 0.800000 1.300000 0.950000 1.000000 0.975000 0.30 -2.441000 0.449037 3 
L J 1.000000 0.800000 1.400000 0.950000 1.000000 0.975000 0.30 -2.714000 0.483242 3 
L J 1.000000 0.800000 1.500000 0.950000 1.000000 0.975000 0.30 -3.179000 0.461697 3 
L J 1.000000 0.800000 1.600000 0.950000 1.000000 0.975000 0.30 -3.010000 0.497304 3 
L J 1.000000 0.800000 1.700000 0.950000 1.000000 0.975000 0.30 -3.227000 0.473497 3 
L J 1.000000 0.800000 1.800000 0.950000 1.000000 0.975000 0.30 -3.091000 0.497517 3 
L J 1.000000 0.700000 0.400000 0.950000 1.000000 0.975000 0.30 -2.329000 0.438670 3 
L J 1.000000 0.700000 0.500000 0.950000 1.000000 0.975000 0.30 -2.321000 0.438291 3 
L J 1.000000 0.700000 0.600000 0.950000 1.000000 0.975000 0.30 -2.321000 0.355698 3 
L J 1.000000 0.700000 0.700000 0.950000 1.000000 0.975000 0.30 -2.377000 0.423962 3 
L J 1.000000 0.700000 1.100000 0.950000 1.000000 0.975000 0.30 -2.321000 0.452063 3 
L J 1.000000 0.700000 1.200000 0.950000 1.000000 0.975000 0.30 -2.690000 0.437467 3 
L J 1.000000 0.700000 1.300000 0.950000 1.000000 0.975000 0.30 -2.481000 0.457049 3 
L J 1.000000 0.700000 1.400000 0.950000 1.000000 0.975000 0.30 -2.722000 0.464887 3 
L J 1.000000 0.700000 1.500000 0.950000 1.000000 0.975000 0.30 -2.425000 0.483149 3 
L J 1.000000 0.700000 1.600000 0.950000 1.000000 0.975000 0.30 -3.010000 0.472008 3 
L J 1.000000 0.700000 1.700000 0.950000 1.000000 0.975000 0.30 -3.018000 0.487130 3 
