A B eAA eBB eAB rAA rBB rAB fB logRc W group
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.80 -3.250000 0.472339 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.85 -2.823000 0.478739 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.90 -2.785000 0.427561 4 
Mo Zr 1.000000 0.916400 0.957288 1.000000 1.136700 1.068350 0.95 -2.350000 0.382915 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.05 -2.428000 0.468896 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.10 -3.212000 0.477399 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.15 -3.623000 0.501133 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.20 -6.000000 0.496491 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.25 -6.000000 0.520860 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.30 -6.000000 0.510937 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.35 -6.000000 0.522964 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.40 -6.000000 0.537843 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.45 -6.000000 0.540690 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.50 -6.000000 0.554320 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.55 -6.000000 0.553566 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.60 -6.000000 0.562031 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.65 -6.000000 0.567886 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.70 -6.000000 0.564810 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.75 -6.000000 0.565599 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.80 -6.000000 0.558170 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.85 -6.000000 0.548070 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.90 -6.000000 0.528911 4 
Nb Ni 1.000000 0.586500 0.765833 1.000000 0.840000 0.920000 0.95 -4.174000 0.488950 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.05 -2.862000 0.451567 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.10 -3.662000 0.478628 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.15 -6.000000 0.488932 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.20 -6.000000 0.499589 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.25 -6.000000 0.502727 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.30 -6.000000 0.498387 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.35 -6.000000 0.500671 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.40 -6.000000 0.500395 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.45 -6.000000 0.515051 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.50 -6.000000 0.511836 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.55 -6.000000 0.524329 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.60 -6.000000 0.538190 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.65 -6.000000 0.541763 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.70 -6.000000 0.565949 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.75 -6.000000 0.574267 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.80 -6.000000 0.579798 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.85 -6.000000 0.573201 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.90 -6.000000 0.555545 4 
Nb Si 1.000000 0.611600 0.782049 1.000000 0.733300 0.866650 0.95 -6.000000 0.511586 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.05 -2.249000 0.451305 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.10 -2.971000 0.486051 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.15 -3.995000 0.468133 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.20 -4.166000 0.500920 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.25 -6.000000 0.492928 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.30 -6.000000 0.510400 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.35 -6.000000 0.519348 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.40 -6.000000 0.542751 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.45 -6.000000 0.548783 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.50 -6.000000 0.557863 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.55 -6.000000 0.560208 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.60 -6.000000 0.567045 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.65 -6.000000 0.562525 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.70 -6.000000 0.573802 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.75 -6.000000 0.562580 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.80 -6.000000 0.567513 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.85 -6.000000 0.545263 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.90 -6.000000 0.521570 4 
Ni P 1.000000 0.772500 0.878920 1.000000 0.841300 0.920650 0.95 -3.297000 0.490019 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.05 -2.412000 0.421399 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.10 -2.435000 0.474298 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.15 -2.893000 0.494149 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.20 -3.530000 0.482370 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.25 -3.825000 0.291360 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.30 -3.980000 0.511260 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.35 -6.000000 0.519462 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.40 -6.000000 0.512467 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.45 -6.000000 0.506105 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.50 -6.000000 0.507466 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.55 -6.000000 0.513775 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.60 -3.724000 0.506381 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.65 -3.755000 0.505230 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.70 -3.654000 0.491954 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.75 -3.227000 0.490351 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.80 -3.080000 0.469668 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.85 -3.041000 0.459430 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.90 -2.466000 0.451915 4 
Ni Pd 1.000000 0.876100 0.936002 1.000000 1.111100 1.055550 0.95 -2.482000 0.436487 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.05 -2.342000 0.408283 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.10 -2.707000 0.444769 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.15 -2.831000 0.460907 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.20 -3.429000 0.489246 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.25 -3.235000 0.492657 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.30 -6.000000 0.518549 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.35 -6.000000 0.513041 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.40 -6.000000 0.524574 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.45 -6.000000 0.518188 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.50 -6.000000 0.532940 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.55 -6.000000 0.529364 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.60 -6.000000 0.538688 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.65 -6.000000 0.535131 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.70 -6.000000 0.525022 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.75 -6.000000 0.522790 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.80 -6.000000 0.518176 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.85 -6.000000 0.513438 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.90 -3.188000 0.489138 4 
Ti Ni 1.000000 0.915500 0.956818 1.000000 0.887300 0.943650 0.95 -2.707000 0.462861 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.05 -2.761000 0.447152 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.10 -3.196000 0.483073 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.15 -6.000000 0.493813 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.20 -6.000000 0.491952 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.25 -6.000000 0.509389 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.30 -6.000000 0.509801 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.35 -6.000000 0.525526 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.40 -6.000000 0.522180 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.45 -6.000000 0.540470 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.50 -6.000000 0.538944 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.55 -6.000000 0.575050 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.60 -6.000000 0.563294 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.65 -6.000000 0.562708 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.70 -6.000000 0.581064 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.75 -6.000000 0.588685 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.80 -6.000000 0.567395 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.85 -6.000000 0.555874 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.90 -6.000000 0.540026 4 
Ta Ni 1.000000 0.548100 0.740338 1.000000 0.818200 0.909100 0.95 -4.073000 0.490827 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.05 -6.000000 0.523704 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.10 -6.000000 0.563743 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.15 -6.000000 0.568040 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.20 -6.000000 0.581972 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.25 -6.000000 0.579476 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.30 -6.000000 0.572916 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.35 -6.000000 0.557450 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.40 -6.000000 0.536245 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.45 -6.000000 0.524101 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.50 -6.000000 0.512445 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.55 -6.000000 0.518274 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.60 -6.000000 0.503779 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.65 -6.000000 0.502488 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.70 -6.000000 0.497527 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.75 -6.000000 0.505165 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.80 -6.000000 0.488651 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.85 -6.000000 0.491137 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.90 -3.506000 0.476406 4 
Ni Y 1.000000 0.984200 0.992069 1.000000 1.428600 1.214300 0.95 -2.660000 0.462490 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.05 -2.715000 0.464826 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.10 -3.235000 0.489078 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.15 -6.000000 0.496187 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.20 -6.000000 0.493662 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.25 -6.000000 0.518566 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.30 -6.000000 0.506198 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.35 -6.000000 0.517086 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.40 -6.000000 0.521641 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.45 -6.000000 0.534559 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.50 -6.000000 0.546271 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.55 -6.000000 0.557030 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.60 -6.000000 0.572789 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.65 -6.000000 0.590568 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.70 -6.000000 0.584564 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.75 -6.000000 0.577128 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.80 -6.000000 0.574226 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.85 -6.000000 0.554786 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.90 -6.000000 0.533934 4 
Zr Ni 1.000000 0.710400 0.842852 1.000000 0.797500 0.898750 0.95 -6.000000 0.510026 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.05 -2.940000 0.459115 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.10 -4.019000 0.481530 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.15 -6.000000 0.491813 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.20 -6.000000 0.499760 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.25 -6.000000 0.502660 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.30 -6.000000 0.502165 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.35 -6.000000 0.522932 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.40 -6.000000 0.527170 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.45 -6.000000 0.521998 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.50 -6.000000 0.535668 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.55 -6.000000 0.549172 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.60 -6.000000 0.564578 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.65 -6.000000 0.578523 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.70 -6.000000 0.589670 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.75 -6.000000 0.597486 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.80 -6.000000 0.589816 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.85 -6.000000 0.571014 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.90 -6.000000 0.546865 4 
Pd P 1.000000 0.881700 0.938989 1.000000 0.757100 0.878550 0.95 -6.000000 0.512086 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.05 -2.770000 0.468312 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.10 -3.724000 0.469059 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.15 -6.000000 0.496632 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.20 -6.000000 0.495242 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.25 -6.000000 0.497238 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.30 -6.000000 0.514211 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.35 -6.000000 0.501702 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.40 -6.000000 0.515520 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.45 -6.000000 0.524156 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.50 -6.000000 0.534477 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.55 -6.000000 0.542962 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.60 -6.000000 0.548840 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.65 -6.000000 0.554028 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.70 -6.000000 0.574252 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.75 -6.000000 0.586474 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.80 -6.000000 0.585648 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.85 -6.000000 0.567974 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.90 -6.000000 0.554212 4 
Pt P 1.000000 0.587300 0.766355 1.000000 0.762600 0.881300 0.95 -6.000000 0.504809 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.05 -3.596000 0.500622 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.10 -6.000000 0.521912 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.15 -6.000000 0.557550 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.20 -6.000000 0.572365 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.25 -6.000000 0.584607 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.30 -6.000000 0.574023 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.35 -6.000000 0.584090 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.40 -6.000000 0.576236 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.45 -6.000000 0.569188 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.50 -6.000000 0.554069 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.55 -6.000000 0.560824 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.60 -6.000000 0.541707 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.65 -6.000000 0.518906 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.70 -6.000000 0.514860 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.75 -6.000000 0.505128 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.80 -6.000000 0.511279 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.85 -6.000000 0.497435 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.90 -3.580000 0.484110 4 
Si Pd 1.000000 0.840200 0.916624 1.000000 1.272700 1.136350 0.95 -2.770000 0.460776 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.05 -2.377000 0.442100 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.10 -2.626000 0.465290 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.15 -3.155000 0.493179 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.20 -3.427000 0.494412 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.25 -6.000000 0.499236 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.30 -6.000000 0.509027 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.35 -6.000000 0.511167 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.40 -6.000000 0.514252 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.45 -6.000000 0.515314 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.50 -6.000000 0.538370 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.55 -6.000000 0.551006 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.60 -6.000000 0.526895 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.65 -6.000000 0.539555 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.70 -6.000000 0.542548 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.75 -6.000000 0.537478 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.80 -6.000000 0.533982 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.85 -6.000000 0.512389 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.90 -3.748000 0.511692 4 
Zr Pd 1.000000 0.622400 0.788923 1.000000 0.886100 0.943050 0.95 -3.034000 0.490280 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.05 -2.057000 0.281087 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.10 -2.353000 0.433250 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.15 -2.594000 0.468291 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.20 -2.610000 0.486932 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.25 -2.706000 0.477484 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.30 -2.810000 0.473851 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.35 -2.858000 0.480157 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.40 -3.083000 0.471710 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.45 -2.954000 0.469084 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.50 -3.067000 0.492739 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.55 -2.818000 0.501748 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.60 -2.714000 0.465858 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.65 -2.698000 0.490284 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.70 -2.706000 0.460146 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.75 -2.674000 0.464131 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.80 -2.762000 0.480067 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.85 -2.529000 0.462006 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.90 -2.393000 0.437749 4 
Pt Sb 1.000000 0.470900 0.686222 1.000000 1.115100 1.057550 0.95 -2.241000 0.420616 4 
Pt Si 1.000000 0.792800 0.890393 1.000000 0.791400 0.895700 0.05 -2.714000 0.455674 4 
Pt Si 1.000000 0.792800 0.890393 1.000000 0.791400 0.895700 0.10 -3.796000 0.491322 4 
Pt Si 1.000000 0.792800 0.890393 1.000000 0.791400 0.895700 0.15 -6.000000 0.501248 4 
Pt Si 1.000000 0.792800 0.890393 1.000000 0.791400 0.895700 0.20 -6.000000 0.499794 4 
Pt Si 1.000000 0.792800 0.890393 1.000000 0.791400 0.895700 0.25 -6.000000 0.501799 4 
Pt Si 1.000000 0.792800 0.890393 1.000000 0.791400 0.895700 0.30 -6.000000 0.513438 4 
